Year,Month,Day,Hour,Minute,Data Source and Uncertainty Flags,Dry Bulb Temperature,Dew Point Temperature,Relative Humidity,Atmospheric Station Pressure,Extraterrestrial Horizontal Radiation,Extraterrestrial Direct Normal Radiation,Horizontal Infrared Radiation Intensity,Global Horizontal Radiation,Direct Normal Radiation,Diffuse Horizontal Radiation,Global Horizontal Illuminance,Direct Normal Illuminance,Diffuse Horizontal Illuminance,Zenith Luminance,Wind Direction,Wind Speed,Total Sky Cover,Opaque Sky Cover (used if Horizontal IR Intensity missing),Visibility,Ceiling Height,Present Weather Observation,Present Weather Codes,Precipitable Water,Aerosol Optical Depth,Snow Depth,Days Since Last Snowfall,Albedo,Liquid Precipitation Depth,Liquid Precipitation Quantity
2024,1,3,13,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,1.1,-3.3,72.0,97578.80041264166,565.0,1415.0,259.0,220.0,106.0,176.0,25201.0,11717.0,20543.0,9185.0,210.0,5.1,10.0,10.0,777.7,900.0,0.0,999099999.0,5.0,0.084,2.0,88.0,0.17,0.0,0.0
2024,1,3,14,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,1.1,-3.3,56.0,97530.75570539762,480.0,1415.0,270.0,210.0,114.0,165.0,21345.0,10500.0,17451.0,9207.0,220.0,4.6,10.0,10.0,777.7,750.0,0.0,999099999.0,3.0,0.084,3.0,88.0,0.17,0.0,0.0
2024,1,3,15,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,1.7,-3.3,55.0,97501.9288810512,336.0,1415.0,269.0,149.0,82.0,120.0,14805.0,11411.0,13239.0,9162.0,210.0,5.1,10.0,10.0,777.7,750.0,0.0,999099999.0,3.0,0.084,3.0,88.0,0.17,0.0,0.0
2024,1,3,16,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,1.7,-3.9,52.0,97473.10205670478,145.0,1415.0,266.0,100.0,133.0,74.0,9265.0,12866.0,8813.0,7631.0,220.0,4.6,9.0,9.0,777.7,750.0,0.0,999099999.0,3.0,0.084,3.0,88.0,0.17,0.0,0.0
2024,1,3,17,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,1.1,-3.9,51.0,97453.88417380716,0.0,901.0,254.0,56.0,0.0,34.0,3876.0,5883.0,3343.0,2995.0,220.0,3.6,10.0,10.0,777.7,900.0,0.0,999099999.0,3.0,0.084,3.0,88.0,0.17,0.0,0.0
2024,1,3,18,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,1.1,-3.9,61.0,97501.9288810512,0.0,0.0,250.0,8.0,0.0,6.0,432.0,0.0,300.0,105.0,220.0,4.1,10.0,10.0,777.7,900.0,0.0,999099999.0,4.0,0.084,2.0,88.0,0.21,0.0,0.0
2024,1,3,19,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,1.1,-3.9,72.0,97569.19147119284,0.0,0.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,3.1,10.0,10.0,777.7,900.0,0.0,999099999.0,5.0,0.084,1.0,88.0,0.21,0.0,0.0
2024,1,3,20,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,0.6,-3.3,68.0,97549.97358829524,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,2.1,9.0,9.0,777.7,900.0,9.0,999999999.0,4.0,0.084,1.0,88.0,0.21,0.0,0.0
2024,1,3,21,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,0.6,-3.3,68.0,97530.75570539762,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,2.1,9.0,9.0,777.7,750.0,9.0,999999999.0,4.0,0.084,1.0,88.0,0.21,0.0,0.0
2024,1,3,22,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,0.6,-2.8,82.0,97453.88417380716,0.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,2.1,9.0,9.0,777.7,750.0,9.0,999999999.0,5.0,0.084,0.0,88.0,0.21,0.0,0.0
2024,1,3,23,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9*9,0.0,-2.8,83.0,97425.05734946074,0.0,0.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,1.5,10.0,10.0,8000.0,450.0,0.0,999099999.0,5.0,0.084,0.0,88.0,0.21,0.1,0.0
2024,1,3,24,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9?9?9*9*9?9*9,0.6,-2.8,84.0,97405.83946656312,0.0,0.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,1.5,8.0,8.0,4800.0,493.0,9.0,999999999.0,6.0,0.084,0.0,88.0,0.21,0.1,0.0
